cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
flat,fibrous,brown,no,foul,attached,close,narrow,red,tapering,equal,fibrous,fibrous,gray,gray,partial,white,one,evanescent,white,several,paths
knobbed,smooth,white,no,none,free,distant,narrow,gray,tapering,cup,silky,smooth,white,cinnamon,partial,white,two,pendant,white,numerous,urban
flat,scaly,red,no,pungent,notched,close,narrow,pink,tapering,missing,smooth,smooth,white,white,universal,yellow,one,sheathing,white,clustered,paths
convex,smooth,cinnamon,no,foul,notched,distant,narrow,buff,tapering,cup,smooth,smooth,pink,pink,universal,white,one,evanescent,white,several,paths
flat,scaly,buff,no,anise,free,close,narrow,buff,tapering,club,silky,smooth,buff,buff,universal,white,one,none,brown,clustered,urban
conical,scaly,brown,no,foul,free,crowded,broad,brown,enlarging,club,silky,silky,pink,orange,partial,brown,one,evanescent,white,clustered,leaves
flat,smooth,red,bruises,fishy,attached,crowded,narrow,buff,tapering,missing,silky,silky,buff,buff,universal,white,one,pendant,white,several,leaves
flat,scaly,pink,bruises,fishy,attached,distant,broad,yellow,tapering,missing,fibrous,silky,white,white,partial,brown,one,evanescent,white,solitary,woods
conical,scaly,buff,no,anise,free,close,narrow,brown,tapering,club,silky,silky,buff,white,universal,white,one,evanescent,brown,several,paths
flat,smooth,cinnamon,no,fishy,notched,close,narrow,buff,tapering,bulbous,smooth,smooth,white,red,partial,white,other,evanescent,purple,abundant,grasses
convex,grooves,red,no,foul,descending,close,narrow,red,enlarging,missing,scaly,silky,red,red,partial,white,one,large,white,several,urban
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,gray,partial,white,other,none,chocolate,several,woods
bell,fibrous,cinnamon,no,none,free,close,broad,black,enlarging,missing,silky,smooth,white,white,universal,yellow,other,pendant,black,numerous,grasses
bell,fibrous,brown,no,spicy,free,close,broad,buff,tapering,missing,fibrous,fibrous,white,gray,partial,brown,other,cobwebby,white,abundant,leaves
sunken,grooves,pink,bruises,foul,free,distant,broad,buff,tapering,rooted,scaly,smooth,pink,cinnamon,partial,orange,two,large,white,several,meadows
knobbed,smooth,red,no,none,free,close,narrow,chocolate,enlarging,missing,scaly,scaly,red,pink,partial,white,one,evanescent,purple,scattered,leaves
flat,fibrous,brown,no,spicy,free,close,broad,red,enlarging,missing,scaly,scaly,pink,brown,partial,white,other,evanescent,black,abundant,paths
knobbed,scaly,brown,no,creosote,free,distant,narrow,buff,tapering,cup,silky,silky,cinnamon,cinnamon,universal,white,two,pendant,buff,numerous,grasses
flat,fibrous,red,no,none,free,close,broad,chocolate,tapering,equal,fibrous,smooth,red,red,partial,brown,one,cobwebby,white,scattered,waste
convex,scaly,brown,no,fishy,free,distant,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,orange,solitary,paths
knobbed,smooth,pink,bruises,foul,free,close,narrow,buff,enlarging,club,smooth,scaly,white,white,partial,orange,one,evanescent,brown,several,paths
knobbed,scaly,yellow,no,fishy,free,close,narrow,buff,tapering,equal,silky,silky,gray,gray,partial,white,other,none,chocolate,several,urban
knobbed,scaly,red,no,none,free,close,narrow,black,tapering,missing,smooth,smooth,red,red,partial,white,one,evanescent,white,abundant,paths
flat,smooth,red,no,fishy,free,close,narrow,red,tapering,missing,silky,smooth,red,red,partial,white,other,evanescent,purple,several,woods
flat,smooth,white,bruises,spicy,descending,close,broad,orange,tapering,bulbous,smooth,scaly,gray,gray,partial,white,other,evanescent,chocolate,several,urban
flat,scaly,red,bruises,none,descending,close,broad,buff,tapering,equal,scaly,silky,pink,red,partial,orange,one,evanescent,white,scattered,woods
convex,scaly,red,no,spicy,notched,crowded,narrow,brown,tapering,missing,smooth,smooth,pink,buff,partial,yellow,one,evanescent,white,several,woods
sunken,grooves,red,no,creosote,descending,distant,narrow,buff,tapering,missing,smooth,scaly,pink,white,partial,orange,one,flaring,buff,several,woods
knobbed,scaly,red,no,none,free,close,narrow,buff,tapering,bulbous,silky,silky,red,white,partial,white,other,none,white,several,woods
flat,scaly,buff,bruises,fishy,free,close,broad,buff,enlarging,equal,smooth,scaly,white,gray,partial,white,one,evanescent,white,several,urban
sunken,scaly,pink,no,musty,free,distant,narrow,buff,tapering,missing,silky,silky,white,pink,universal,white,one,none,white,solitary,leaves
knobbed,scaly,cinnamon,bruises,fishy,descending,crowded,broad,buff,tapering,rhizomorphs,scaly,scaly,buff,buff,partial,white,one,flaring,brown,several,leaves
bell,smooth,red,no,foul,notched,close,narrow,buff,tapering,bulbous,smooth,smooth,white,gray,universal,yellow,other,sheathing,chocolate,several,leaves
convex,smooth,pink,no,foul,free,close,narrow,buff,tapering,rooted,smooth,smooth,pink,yellow,universal,white,two,zone,white,several,paths
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,gray,universal,white,one,evanescent,white,scattered,woods
sunken,fibrous,red,no,spicy,attached,distant,narrow,green,enlarging,missing,smooth,silky,white,pink,partial,brown,two,cobwebby,orange,solitary,woods
bell,smooth,red,bruises,fishy,descending,close,broad,black,enlarging,bulbous,scaly,scaly,brown,brown,partial,orange,one,evanescent,black,abundant,meadows
knobbed,fibrous,brown,bruises,foul,free,close,narrow,white,tapering,rhizomorphs,smooth,fibrous,orange,orange,partial,white,one,evanescent,white,several,waste
flat,scaly,yellow,no,none,free,close,narrow,chocolate,tapering,equal,silky,silky,red,pink,partial,white,other,evanescent,purple,scattered,woods
convex,scaly,gray,no,pungent,free,crowded,narrow,brown,tapering,club,silky,silky,white,pink,universal,white,one,pendant,white,clustered,woods
convex,scaly,brown,no,musty,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,universal,white,two,none,orange,numerous,woods
conical,scaly,pink,no,fishy,attached,crowded,broad,brown,tapering,club,fibrous,fibrous,white,white,partial,brown,one,cobwebby,white,several,leaves
convex,grooves,red,bruises,spicy,descending,distant,broad,buff,tapering,cup,scaly,scaly,pink,yellow,partial,orange,two,evanescent,yellow,several,urban
conical,smooth,red,no,foul,notched,close,narrow,buff,tapering,club,smooth,smooth,white,orange,partial,white,one,evanescent,green,several,grasses
convex,grooves,brown,no,musty,descending,close,broad,yellow,enlarging,missing,smooth,scaly,pink,white,partial,orange,one,flaring,white,solitary,leaves
flat,smooth,pink,no,spicy,free,distant,narrow,yellow,tapering,rooted,silky,silky,white,white,universal,white,one,none,white,several,woods
convex,smooth,brown,no,none,free,close,narrow,buff,tapering,missing,silky,smooth,pink,red,partial,yellow,one,evanescent,white,scattered,leaves
sunken,grooves,pink,no,fishy,free,close,broad,buff,tapering,missing,silky,silky,cinnamon,pink,partial,orange,two,flaring,buff,several,waste
sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,rooted,silky,silky,yellow,white,partial,white,one,evanescent,white,several,woods
knobbed,smooth,red,bruises,spicy,attached,close,broad,buff,tapering,rhizomorphs,fibrous,fibrous,buff,buff,partial,brown,one,evanescent,white,several,paths
flat,scaly,brown,no,foul,free,close,narrow,chocolate,tapering,missing,silky,silky,white,gray,universal,white,other,evanescent,black,abundant,leaves
convex,scaly,brown,no,spicy,free,close,narrow,gray,tapering,missing,silky,silky,pink,orange,partial,white,one,pendant,green,several,woods
flat,smooth,buff,no,fishy,notched,close,narrow,red,tapering,missing,smooth,smooth,pink,white,universal,white,other,evanescent,chocolate,scattered,urban
convex,scaly,red,no,fishy,notched,distant,narrow,purple,tapering,cup,smooth,silky,white,yellow,partial,white,one,evanescent,white,numerous,woods
bell,fibrous,green,no,fishy,attached,close,narrow,black,tapering,bulbous,fibrous,smooth,white,gray,partial,white,one,evanescent,white,abundant,leaves
knobbed,fibrous,green,no,spicy,attached,crowded,narrow,gray,tapering,missing,smooth,fibrous,white,pink,partial,brown,one,evanescent,white,several,woods
bell,scaly,green,no,spicy,free,close,narrow,orange,tapering,bulbous,smooth,silky,white,brown,universal,white,one,evanescent,white,abundant,paths
convex,grooves,white,bruises,fishy,free,close,broad,buff,enlarging,cup,silky,scaly,pink,pink,partial,orange,one,large,orange,numerous,urban
sunken,smooth,red,no,creosote,notched,close,narrow,green,tapering,missing,smooth,silky,pink,cinnamon,partial,yellow,one,sheathing,buff,several,paths
bell,scaly,gray,no,almond,free,close,narrow,black,tapering,missing,silky,silky,brown,brown,partial,white,other,pendant,black,scattered,paths
sunken,smooth,red,no,creosote,free,distant,narrow,buff,tapering,rooted,silky,smooth,cinnamon,white,universal,yellow,two,evanescent,buff,several,leaves
flat,smooth,yellow,no,spicy,attached,close,narrow,chocolate,tapering,missing,smooth,silky,pink,white,partial,white,other,cobwebby,black,scattered,grasses
convex,scaly,brown,no,fishy,free,distant,narrow,buff,tapering,missing,smooth,silky,white,pink,universal,white,one,evanescent,white,several,woods
flat,scaly,gray,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,gray,universal,white,other,pendant,white,several,leaves
flat,scaly,pink,no,none,descending,close,broad,red,tapering,equal,scaly,scaly,red,pink,partial,orange,other,evanescent,white,several,meadows
convex,grooves,pink,bruises,fishy,free,crowded,broad,brown,enlarging,club,scaly,scaly,white,pink,partial,orange,one,large,white,several,paths
convex,grooves,cinnamon,bruises,spicy,free,close,broad,gray,tapering,rhizomorphs,smooth,scaly,buff,buff,partial,orange,one,evanescent,brown,several,paths
convex,smooth,red,no,fishy,free,distant,narrow,buff,tapering,missing,smooth,smooth,cinnamon,pink,universal,yellow,two,zone,buff,numerous,woods
convex,smooth,pink,no,foul,notched,close,narrow,buff,tapering,equal,silky,smooth,gray,white,universal,white,one,sheathing,white,scattered,paths
sunken,smooth,pink,no,spicy,free,close,narrow,green,tapering,rooted,smooth,smooth,yellow,white,universal,white,two,zone,yellow,solitary,woods
convex,smooth,red,no,spicy,notched,close,narrow,buff,tapering,missing,smooth,smooth,pink,yellow,partial,yellow,two,sheathing,yellow,numerous,leaves
flat,smooth,buff,no,foul,notched,close,narrow,buff,tapering,missing,smooth,smooth,red,pink,partial,white,one,evanescent,white,scattered,woods
bell,smooth,cinnamon,bruises,fishy,attached,close,broad,buff,enlarging,bulbous,smooth,fibrous,pink,white,partial,white,other,evanescent,chocolate,abundant,leaves
knobbed,fibrous,brown,no,fishy,attached,close,broad,buff,enlarging,missing,silky,fibrous,red,white,partial,white,other,evanescent,white,abundant,urban
convex,scaly,red,no,musty,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,universal,white,one,evanescent,orange,several,paths
convex,smooth,cinnamon,no,pungent,notched,close,narrow,white,tapering,missing,smooth,smooth,pink,white,partial,white,one,zone,white,several,leaves
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,universal,white,one,pendant,black,abundant,paths
convex,fibrous,white,bruises,creosote,free,crowded,broad,buff,enlarging,cup,fibrous,fibrous,white,cinnamon,partial,white,two,evanescent,buff,numerous,grasses
bell,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,brown,white,universal,white,one,zone,white,several,paths
convex,grooves,brown,bruises,fishy,descending,distant,narrow,buff,enlarging,cup,scaly,smooth,pink,white,partial,white,two,evanescent,orange,numerous,leaves
convex,fibrous,purple,bruises,musty,free,close,narrow,buff,enlarging,missing,fibrous,silky,white,pink,partial,white,one,cobwebby,orange,numerous,woods
conical,scaly,brown,no,foul,notched,crowded,narrow,brown,tapering,missing,smooth,smooth,white,white,universal,white,one,evanescent,white,several,meadows
knobbed,fibrous,red,no,fishy,attached,crowded,narrow,white,enlarging,missing,fibrous,fibrous,buff,buff,partial,brown,one,evanescent,white,several,leaves
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,cup,smooth,silky,pink,pink,universal,white,one,evanescent,white,numerous,woods
conical,grooves,red,no,foul,descending,crowded,narrow,pink,tapering,missing,scaly,scaly,orange,pink,partial,white,one,evanescent,white,several,woods
knobbed,smooth,brown,no,foul,notched,crowded,narrow,white,tapering,rhizomorphs,smooth,smooth,pink,white,partial,yellow,one,evanescent,green,several,woods
convex,scaly,red,bruises,musty,attached,close,broad,buff,tapering,cup,fibrous,smooth,pink,pink,partial,brown,one,evanescent,orange,several,leaves
flat,smooth,brown,no,anise,free,crowded,narrow,gray,tapering,rhizomorphs,silky,smooth,buff,buff,universal,white,one,pendant,white,several,woods
sunken,smooth,red,bruises,musty,descending,distant,broad,yellow,enlarging,rooted,scaly,smooth,pink,pink,partial,white,two,evanescent,white,several,leaves
flat,smooth,red,no,almond,free,close,narrow,buff,tapering,equal,silky,smooth,brown,brown,partial,white,other,zone,white,scattered,paths
convex,smooth,brown,no,spicy,notched,close,narrow,chocolate,tapering,equal,smooth,smooth,gray,white,universal,white,other,zone,chocolate,several,waste
flat,grooves,red,no,almond,descending,close,broad,black,tapering,missing,silky,scaly,pink,brown,partial,orange,one,flaring,black,abundant,grasses
bell,scaly,cinnamon,no,fishy,notched,close,narrow,buff,tapering,bulbous,smooth,smooth,gray,gray,universal,white,other,sheathing,chocolate,abundant,grasses
knobbed,fibrous,brown,bruises,anise,attached,crowded,narrow,gray,enlarging,missing,fibrous,silky,buff,white,partial,white,one,evanescent,white,several,urban
sunken,grooves,buff,no,foul,descending,close,narrow,buff,tapering,missing,scaly,smooth,pink,pink,partial,orange,two,evanescent,white,solitary,leaves
flat,grooves,brown,no,musty,descending,close,narrow,yellow,tapering,rooted,silky,silky,white,pink,partial,orange,one,evanescent,orange,several,paths
flat,smooth,buff,no,fishy,free,close,narrow,red,enlarging,missing,fibrous,fibrous,white,brown,partial,white,other,evanescent,white,scattered,urban
convex,fibrous,brown,no,creosote,attached,close,broad,buff,tapering,cup,silky,silky,white,white,partial,brown,two,evanescent,buff,several,meadows
sunken,smooth,gray,no,spicy,free,close,narrow,green,tapering,rooted,smooth,silky,white,pink,universal,white,one,evanescent,white,several,woods
flat,fibrous,pink,bruises,fishy,attached,close,broad,chocolate,tapering,missing,fibrous,fibrous,pink,pink,partial,brown,one,cobwebby,white,several,paths
convex,scaly,red,no,almond,free,close,narrow,buff,tapering,equal,smooth,silky,brown,brown,universal,white,one,evanescent,black,several,paths
flat,scaly,gray,bruises,fishy,free,close,narrow,chocolate,tapering,missing,fibrous,fibrous,pink,gray,partial,white,other,evanescent,chocolate,several,meadows
bell,grooves,cinnamon,no,none,free,close,broad,buff,enlarging,bulbous,scaly,scaly,red,red,partial,orange,one,evanescent,white,several,woods
convex,smooth,red,no,foul,notched,distant,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,yellow,one,evanescent,white,numerous,urban
convex,smooth,buff,no,foul,attached,close,narrow,red,tapering,missing,fibrous,fibrous,red,red,partial,brown,one,evanescent,white,scattered,paths
conical,scaly,buff,no,foul,notched,crowded,narrow,buff,tapering,missing,smooth,smooth,white,white,universal,white,one,zone,white,several,waste
flat,smooth,buff,bruises,creosote,attached,close,broad,green,enlarging,rooted,fibrous,smooth,cinnamon,cinnamon,partial,white,two,evanescent,buff,solitary,woods
bell,grooves,purple,bruises,foul,descending,close,broad,orange,enlarging,bulbous,smooth,scaly,gray,pink,partial,orange,other,evanescent,chocolate,abundant,paths
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,gray,gray,partial,white,other,none,chocolate,several,leaves
flat,fibrous,red,no,none,free,close,broad,chocolate,tapering,missing,fibrous,smooth,red,red,partial,white,other,cobwebby,purple,several,paths
flat,smooth,red,no,pungent,notched,close,narrow,gray,tapering,missing,smooth,smooth,pink,white,partial,yellow,one,zone,white,several,leaves
knobbed,smooth,cinnamon,no,spicy,notched,close,narrow,white,tapering,rhizomorphs,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
convex,fibrous,yellow,bruises,pungent,attached,close,broad,pink,enlarging,missing,silky,fibrous,white,pink,partial,brown,one,evanescent,white,clustered,woods
flat,scaly,buff,bruises,fishy,attached,close,broad,buff,tapering,equal,silky,fibrous,gray,pink,partial,white,other,evanescent,white,scattered,urban
conical,smooth,red,no,pungent,free,crowded,narrow,buff,tapering,club,silky,silky,white,white,universal,white,one,evanescent,white,clustered,meadows
knobbed,grooves,brown,no,almond,descending,close,broad,orange,enlarging,missing,smooth,fibrous,brown,brown,partial,white,other,evanescent,black,abundant,meadows
sunken,grooves,brown,no,foul,free,distant,broad,buff,enlarging,rooted,smooth,scaly,yellow,yellow,partial,orange,one,flaring,yellow,several,leaves
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,gray,universal,white,other,sheathing,chocolate,abundant,leaves
convex,grooves,white,bruises,foul,free,close,narrow,black,enlarging,missing,silky,scaly,brown,pink,partial,orange,other,flaring,white,several,waste
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,rhizomorphs,silky,smooth,orange,pink,partial,white,one,pendant,green,several,paths
flat,scaly,red,no,foul,free,crowded,narrow,buff,tapering,club,silky,silky,pink,orange,universal,white,one,none,white,several,leaves
knobbed,scaly,brown,no,spicy,free,crowded,narrow,buff,tapering,missing,scaly,scaly,pink,white,partial,white,one,evanescent,white,several,paths
flat,scaly,buff,no,anise,free,crowded,narrow,pink,tapering,missing,smooth,smooth,buff,white,universal,yellow,one,zone,brown,several,paths
knobbed,scaly,cinnamon,no,spicy,descending,crowded,narrow,white,enlarging,rhizomorphs,silky,scaly,white,white,partial,orange,one,evanescent,white,several,leaves
convex,smooth,buff,no,foul,free,crowded,narrow,pink,tapering,missing,silky,silky,orange,pink,universal,white,one,evanescent,green,several,paths
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,pendant,white,several,leaves
convex,grooves,white,no,foul,descending,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,orange,several,leaves
flat,scaly,red,no,anise,free,close,narrow,white,tapering,rhizomorphs,smooth,silky,white,pink,partial,white,one,evanescent,brown,several,paths
knobbed,scaly,gray,no,almond,notched,close,narrow,red,tapering,equal,smooth,silky,brown,pink,partial,white,one,sheathing,white,several,urban
convex,grooves,gray,no,none,free,close,broad,white,enlarging,bulbous,smooth,scaly,white,red,partial,white,other,flaring,white,abundant,grasses
flat,scaly,red,no,fishy,free,close,narrow,chocolate,tapering,missing,smooth,smooth,pink,gray,universal,yellow,other,evanescent,chocolate,scattered,leaves
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,gray,gray,partial,yellow,other,evanescent,chocolate,several,leaves
convex,smooth,red,no,spicy,free,close,narrow,red,enlarging,equal,fibrous,fibrous,red,red,partial,brown,other,evanescent,purple,scattered,leaves
bell,scaly,white,bruises,none,attached,close,narrow,black,tapering,missing,silky,fibrous,red,red,partial,brown,other,evanescent,white,abundant,woods
bell,grooves,brown,bruises,none,free,close,broad,black,enlarging,bulbous,scaly,scaly,pink,pink,partial,orange,other,evanescent,white,several,paths
flat,scaly,brown,no,fishy,free,crowded,narrow,gray,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
bell,smooth,brown,bruises,spicy,attached,close,broad,black,tapering,bulbous,fibrous,smooth,brown,pink,partial,brown,one,evanescent,white,abundant,paths
convex,grooves,red,bruises,none,descending,close,broad,buff,enlarging,missing,silky,scaly,red,pink,partial,orange,other,large,white,scattered,grasses
flat,scaly,red,no,none,free,close,narrow,black,tapering,missing,smooth,silky,pink,white,partial,white,other,evanescent,white,abundant,meadows
knobbed,smooth,brown,no,foul,free,crowded,narrow,buff,tapering,missing,fibrous,silky,buff,buff,partial,white,one,cobwebby,brown,several,paths
flat,scaly,red,no,creosote,free,close,narrow,buff,tapering,rooted,silky,silky,cinnamon,cinnamon,partial,white,one,evanescent,white,solitary,grasses
flat,grooves,green,bruises,fishy,free,distant,narrow,purple,enlarging,cup,silky,silky,white,pink,partial,orange,one,large,orange,numerous,paths
bell,smooth,red,no,fishy,notched,close,narrow,orange,tapering,missing,silky,smooth,white,gray,universal,white,one,evanescent,chocolate,several,leaves
conical,smooth,red,bruises,foul,free,crowded,broad,buff,enlarging,missing,smooth,fibrous,white,white,partial,white,one,evanescent,green,several,paths
flat,grooves,brown,bruises,anise,free,crowded,broad,buff,enlarging,missing,smooth,scaly,pink,pink,partial,white,one,flaring,brown,several,urban
flat,scaly,brown,no,spicy,free,crowded,narrow,buff,tapering,club,silky,silky,buff,buff,partial,white,one,none,white,several,waste
convex,smooth,yellow,no,foul,free,close,narrow,red,tapering,missing,smooth,silky,pink,red,universal,white,other,pendant,white,several,woods
flat,scaly,buff,no,none,free,close,narrow,chocolate,tapering,equal,silky,silky,red,red,partial,white,one,pendant,purple,scattered,leaves
flat,scaly,red,no,almond,free,close,narrow,buff,tapering,missing,silky,silky,pink,brown,universal,white,one,evanescent,black,scattered,urban
flat,smooth,white,no,foul,free,distant,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,yellow,two,evanescent,white,numerous,paths
convex,smooth,buff,bruises,spicy,free,close,broad,brown,enlarging,club,scaly,silky,white,white,partial,white,one,evanescent,white,clustered,paths
flat,scaly,green,no,spicy,free,distant,narrow,buff,tapering,missing,silky,smooth,yellow,yellow,universal,white,one,pendant,white,several,leaves
convex,smooth,brown,no,fishy,free,distant,narrow,buff,tapering,missing,silky,silky,pink,white,universal,white,one,pendant,white,numerous,paths
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,rhizomorphs,silky,smooth,orange,orange,partial,white,one,none,green,several,paths
flat,grooves,brown,no,musty,descending,close,broad,buff,tapering,rooted,scaly,silky,pink,pink,partial,orange,one,evanescent,orange,solitary,paths
convex,fibrous,brown,bruises,fishy,attached,close,broad,buff,enlarging,cup,fibrous,fibrous,pink,white,partial,white,two,evanescent,yellow,numerous,grasses
convex,scaly,brown,no,spicy,free,close,narrow,green,tapering,rooted,silky,silky,pink,yellow,partial,white,one,pendant,yellow,solitary,meadows
conical,smooth,gray,no,foul,free,crowded,narrow,buff,tapering,club,silky,silky,white,buff,partial,white,one,evanescent,brown,several,paths
flat,smooth,brown,no,foul,notched,close,narrow,buff,tapering,missing,smooth,smooth,cinnamon,cinnamon,partial,white,two,sheathing,white,numerous,woods
sunken,scaly,pink,no,creosote,free,close,narrow,green,tapering,rooted,silky,smooth,cinnamon,cinnamon,universal,white,two,evanescent,buff,several,leaves
flat,fibrous,red,no,foul,free,close,broad,buff,tapering,missing,smooth,fibrous,red,pink,partial,brown,other,cobwebby,white,several,grasses
flat,scaly,brown,bruises,almond,attached,close,broad,buff,tapering,missing,smooth,fibrous,pink,brown,partial,white,one,evanescent,white,several,leaves
flat,smooth,red,no,none,notched,close,narrow,red,tapering,equal,smooth,smooth,white,pink,partial,yellow,one,sheathing,white,scattered,leaves
bell,smooth,brown,no,almond,free,close,narrow,buff,tapering,missing,silky,silky,pink,brown,partial,white,one,pendant,black,abundant,paths
bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,bulbous,fibrous,fibrous,white,red,partial,white,other,pendant,purple,abundant,grasses
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,gray,gray,partial,white,other,evanescent,white,several,urban
flat,grooves,brown,bruises,foul,free,close,broad,buff,enlarging,cup,scaly,scaly,pink,pink,partial,orange,one,evanescent,white,several,paths
flat,smooth,cinnamon,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,yellow,one,zone,white,several,woods
sunken,grooves,brown,bruises,spicy,descending,distant,broad,yellow,enlarging,rooted,silky,smooth,white,white,partial,white,two,large,yellow,solitary,woods
sunken,smooth,brown,no,musty,free,close,narrow,yellow,tapering,missing,smooth,smooth,pink,white,partial,yellow,one,sheathing,white,several,grasses
flat,smooth,pink,no,none,notched,close,narrow,red,tapering,missing,smooth,smooth,white,red,partial,yellow,other,sheathing,purple,scattered,waste
bell,smooth,brown,no,almond,descending,close,narrow,black,tapering,bulbous,smooth,scaly,brown,brown,partial,white,one,large,white,abundant,waste
flat,fibrous,red,bruises,almond,attached,close,broad,buff,enlarging,bulbous,fibrous,smooth,brown,brown,partial,white,other,cobwebby,black,abundant,paths
bell,grooves,brown,bruises,none,attached,crowded,broad,orange,enlarging,missing,smooth,smooth,orange,white,partial,orange,one,large,orange,several,leaves
flat,smooth,red,no,foul,free,close,narrow,purple,tapering,cup,silky,smooth,white,pink,universal,white,one,evanescent,yellow,numerous,woods
flat,grooves,pink,bruises,spicy,free,close,narrow,buff,enlarging,missing,silky,scaly,brown,pink,partial,orange,one,evanescent,white,scattered,meadows
sunken,smooth,buff,no,musty,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,universal,white,two,evanescent,white,several,waste
flat,scaly,yellow,bruises,creosote,free,distant,broad,buff,tapering,rooted,smooth,silky,cinnamon,cinnamon,partial,orange,one,evanescent,white,solitary,paths
convex,grooves,red,bruises,spicy,descending,distant,narrow,buff,tapering,cup,scaly,scaly,yellow,pink,partial,white,one,large,yellow,several,urban
flat,smooth,brown,bruises,foul,descending,distant,narrow,yellow,enlarging,rooted,scaly,smooth,cinnamon,cinnamon,partial,orange,one,large,white,several,leaves
flat,fibrous,buff,bruises,spicy,free,close,broad,buff,enlarging,equal,fibrous,fibrous,white,gray,partial,brown,other,evanescent,chocolate,scattered,grasses
flat,smooth,pink,no,none,notched,close,narrow,buff,tapering,equal,silky,smooth,white,red,universal,yellow,one,zone,purple,several,leaves
bell,smooth,brown,no,fishy,free,close,narrow,orange,tapering,bulbous,smooth,smooth,white,gray,partial,yellow,other,evanescent,white,several,paths
sunken,scaly,red,no,musty,notched,distant,narrow,green,tapering,missing,silky,smooth,pink,pink,partial,yellow,two,evanescent,white,solitary,leaves
flat,scaly,pink,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,orange,partial,white,one,evanescent,green,clustered,grasses
flat,scaly,red,no,foul,descending,close,broad,chocolate,enlarging,missing,scaly,scaly,gray,gray,partial,orange,one,large,chocolate,scattered,paths
bell,fibrous,green,bruises,fishy,attached,close,broad,buff,enlarging,missing,fibrous,silky,pink,brown,partial,white,other,evanescent,black,abundant,woods
convex,smooth,red,bruises,anise,descending,crowded,narrow,buff,enlarging,rhizomorphs,silky,scaly,pink,buff,partial,white,one,evanescent,brown,several,woods
convex,scaly,green,bruises,fishy,descending,close,broad,buff,enlarging,cup,silky,scaly,white,yellow,partial,white,two,evanescent,yellow,numerous,paths
convex,smooth,white,no,creosote,free,distant,narrow,purple,enlarging,cup,silky,scaly,white,pink,partial,white,two,large,white,numerous,paths
convex,grooves,red,bruises,foul,descending,close,narrow,buff,enlarging,club,silky,silky,orange,orange,partial,orange,one,evanescent,green,clustered,woods
sunken,scaly,pink,no,spicy,free,distant,narrow,buff,tapering,rooted,silky,silky,white,white,universal,white,one,pendant,yellow,solitary,woods
conical,smooth,pink,no,fishy,attached,crowded,narrow,buff,tapering,club,fibrous,silky,buff,buff,partial,brown,one,cobwebby,brown,several,waste
knobbed,scaly,brown,no,foul,free,close,narrow,white,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
knobbed,smooth,purple,no,anise,notched,crowded,narrow,white,enlarging,rhizomorphs,silky,smooth,buff,white,universal,yellow,two,pendant,white,scattered,grasses
flat,scaly,white,no,pungent,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,none,white,several,woods
flat,smooth,buff,bruises,foul,free,close,narrow,buff,enlarging,missing,smooth,fibrous,white,pink,partial,brown,one,evanescent,white,scattered,leaves
convex,fibrous,yellow,bruises,almond,free,close,narrow,red,tapering,missing,fibrous,fibrous,brown,brown,partial,brown,one,evanescent,black,scattered,leaves
