cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
f,y,n,f,f,f,c,n,h,t,?,k,k,w,g,u,w,b,e,k,a,l
x,y,n,f,s,f,c,n,g,t,?,k,k,p,o,p,w,o,p,r,v,d
f,s,b,f,y,n,c,n,e,t,?,s,s,p,w,u,w,b,e,h,s,u
x,y,e,f,y,n,d,n,u,t,u,s,k,w,y,p,w,o,e,w,n,d
b,f,r,f,y,a,c,n,k,t,b,f,s,w,g,p,w,o,e,w,a,l
k,f,r,f,s,a,w,n,g,t,?,s,f,w,p,p,n,o,e,w,v,d
b,y,r,f,s,f,c,n,o,t,b,s,k,w,n,u,w,o,e,w,a,p
x,g,w,t,y,f,c,b,b,e,u,k,y,p,p,p,o,o,l,o,n,u
s,s,e,f,c,n,c,n,r,t,?,s,k,p,c,p,y,o,s,b,v,p
b,y,g,f,a,f,c,n,k,t,?,k,k,n,n,p,w,b,p,k,s,p
s,s,e,f,c,f,d,n,b,t,r,k,s,c,w,u,y,t,e,b,v,l
f,s,y,f,s,a,c,n,h,t,?,s,k,p,w,p,w,b,c,k,s,g
x,y,n,f,y,f,d,n,b,t,?,s,k,w,p,u,w,o,e,w,v,d
f,y,g,f,y,f,c,n,b,t,?,k,k,p,g,u,w,b,p,w,v,l
f,y,p,f,n,d,c,b,e,t,e,y,y,e,p,p,o,b,e,w,v,m
x,g,p,t,y,f,w,b,n,e,c,y,y,w,p,p,o,o,l,w,v,p
x,g,c,t,s,f,c,b,g,t,z,s,y,b,b,p,o,o,e,n,v,p
x,s,e,f,y,f,d,n,b,t,?,s,s,c,p,u,y,t,z,b,n,d
x,s,p,f,f,n,c,n,b,t,e,k,s,g,w,u,w,o,s,w,s,p
s,s,p,f,s,f,c,n,r,t,r,s,s,y,w,u,w,t,z,y,y,d
x,s,e,f,s,n,c,n,b,t,?,s,s,p,y,p,y,t,s,y,n,l
f,s,b,f,f,n,c,n,b,t,?,s,s,e,p,p,w,o,e,w,s,d
b,s,c,t,y,a,c,b,b,e,b,s,f,p,w,p,w,b,e,h,a,l
k,f,n,f,y,a,c,b,b,e,?,k,f,e,w,p,w,b,e,w,a,u
x,y,e,f,m,f,c,n,b,t,u,s,s,p,p,u,w,o,e,o,v,p
x,s,c,f,p,n,c,n,w,t,?,s,s,p,w,p,w,o,z,w,v,l
x,s,e,f,f,f,c,n,b,t,?,k,k,p,w,u,w,o,p,k,a,p
x,f,w,t,c,f,w,b,b,e,u,f,f,w,c,p,w,t,e,b,n,g
b,s,e,f,s,f,c,n,b,t,?,k,k,n,w,u,w,o,z,w,v,p
x,g,n,t,y,d,d,n,b,e,u,y,s,p,w,p,w,t,e,o,n,l
x,f,u,t,m,f,c,n,b,e,?,f,k,w,p,p,w,o,c,o,n,d
c,y,n,f,f,n,w,n,n,t,?,s,s,w,w,u,w,o,e,w,v,m
k,f,e,f,y,a,w,n,w,e,?,f,f,b,b,p,n,o,e,w,v,l
f,y,n,f,s,f,c,n,b,t,u,s,k,p,p,u,w,o,e,w,n,d
c,g,e,f,f,d,w,n,p,t,?,y,y,o,p,p,w,o,e,w,v,d
k,s,n,f,f,n,w,n,w,t,z,s,s,p,w,p,y,o,e,r,v,d
x,y,e,t,m,a,c,b,b,t,u,f,s,p,p,p,n,o,e,o,v,l
f,s,n,f,l,f,w,n,g,t,z,k,s,b,b,u,w,o,p,w,v,d
s,s,e,t,m,d,d,b,y,e,r,y,s,p,p,p,w,t,e,w,v,l
f,s,e,f,a,f,c,n,b,t,e,k,s,n,n,p,w,b,z,w,s,p
x,s,n,f,s,n,c,n,h,t,e,s,s,g,w,u,w,b,z,h,v,w
f,g,e,f,a,d,c,b,k,t,?,k,y,p,n,p,o,o,f,k,a,g
b,y,c,f,y,n,c,n,b,t,b,s,s,g,g,u,w,b,s,h,a,g
k,f,n,t,l,a,w,n,g,e,?,f,k,b,w,p,w,o,e,w,v,u
s,g,b,f,f,d,c,n,b,t,?,y,s,p,p,p,o,t,e,w,y,l
f,g,n,f,m,d,c,n,y,t,r,k,k,w,p,p,o,o,e,o,v,p
f,s,b,f,y,f,c,n,e,e,?,f,f,w,n,p,w,b,e,w,s,u
x,f,n,f,c,a,c,b,b,t,u,k,k,w,w,p,n,t,e,b,v,m
s,s,g,f,s,f,c,n,r,t,r,s,k,w,p,u,w,o,e,w,v,d
f,f,p,t,y,a,c,b,h,t,?,f,f,p,p,p,n,o,c,w,v,p
x,y,e,f,a,f,c,n,b,t,e,s,k,n,n,u,w,o,e,k,v,p
f,y,g,t,y,f,c,n,h,t,?,f,f,p,g,p,w,b,e,h,v,m
b,g,c,f,n,f,c,b,b,e,b,y,y,e,e,p,o,o,e,w,v,d
x,s,e,f,f,n,d,n,b,t,?,s,s,p,p,p,y,o,e,w,n,u
x,s,b,f,f,a,c,n,e,t,?,f,f,e,e,p,n,o,e,w,s,p
c,y,b,f,f,n,w,n,b,t,?,s,s,w,w,u,w,o,z,w,v,w
f,s,b,t,c,a,c,b,r,e,r,f,s,c,c,p,w,t,e,b,y,d
b,g,u,t,f,d,c,b,o,e,b,s,y,g,p,p,o,b,e,h,a,p
f,y,n,f,f,f,c,n,b,t,?,k,k,g,g,p,w,b,n,h,v,l
f,f,e,f,n,f,c,b,h,t,?,f,s,e,e,p,w,b,c,u,v,p
f,s,e,f,p,n,c,n,g,t,?,s,s,p,w,p,y,o,z,w,v,l
k,s,c,f,s,n,c,n,w,t,z,k,s,w,p,p,w,o,e,w,v,d
x,f,y,t,p,a,c,b,p,e,?,k,f,w,p,p,n,o,e,w,c,d
f,y,b,t,y,a,c,b,b,t,e,k,f,g,p,p,w,b,e,w,s,u
c,s,e,f,p,f,w,n,b,t,c,k,k,w,w,u,w,o,e,w,c,m
k,g,n,f,a,d,c,b,o,e,?,s,f,n,n,p,w,b,e,k,a,m
s,g,n,f,f,f,d,b,b,e,r,s,y,y,y,p,o,o,f,y,v,l
x,s,e,f,y,f,c,n,b,t,?,s,s,p,g,u,w,b,s,h,a,l
x,g,w,t,f,f,c,n,k,e,?,k,y,n,p,p,o,b,f,w,v,w
x,y,e,f,f,f,c,n,b,t,z,k,s,o,p,p,w,o,p,r,v,p
f,y,e,f,f,f,w,n,b,t,c,k,k,p,o,u,w,o,n,w,v,l
k,y,n,f,s,f,w,n,b,t,?,y,y,p,w,p,w,o,e,w,v,p
f,y,b,f,l,f,w,n,p,t,?,s,s,b,w,u,y,o,z,n,v,p
k,y,c,f,s,d,w,n,w,e,z,k,y,w,w,p,o,o,e,w,v,l
x,s,b,f,f,f,w,n,p,t,?,k,k,o,p,u,w,o,e,r,v,p
k,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,p,w,v,l
x,g,w,f,f,d,c,n,b,t,?,s,s,p,w,p,w,o,e,o,v,l
f,y,e,f,l,f,c,n,w,t,z,s,k,w,p,p,w,o,e,n,v,p
k,y,g,f,a,n,c,n,e,t,e,s,k,n,p,p,w,o,s,w,v,u
x,g,g,f,n,f,c,b,w,e,b,s,y,w,e,p,w,b,f,w,a,g
f,y,e,f,y,f,c,n,h,t,?,s,s,p,g,u,y,b,e,h,s,l
f,s,e,f,y,f,c,n,b,t,?,s,s,g,g,p,y,b,e,h,v,l
x,s,e,f,s,f,c,n,e,e,e,f,f,e,e,p,n,b,e,u,s,l
b,y,w,t,n,a,c,n,k,t,?,k,f,e,e,p,n,b,e,w,a,d
b,g,n,t,n,f,c,b,k,e,b,y,y,p,p,p,o,b,e,w,v,p
f,y,n,f,y,f,w,n,g,t,?,k,k,w,p,p,w,o,e,w,v,l
b,s,n,t,s,a,c,b,k,t,b,f,s,n,p,p,n,o,e,w,a,p
x,g,e,t,n,d,c,b,b,e,?,k,y,e,p,p,o,b,l,w,s,g
f,y,e,f,n,f,c,n,k,t,?,s,k,p,w,p,w,b,e,w,a,m
k,s,n,f,f,f,w,n,b,t,?,f,k,b,b,p,w,o,c,n,v,p
f,y,e,f,c,f,c,n,b,t,r,k,k,c,c,p,w,o,e,w,y,g
f,g,r,t,y,f,d,n,u,e,u,k,k,w,p,p,o,o,l,o,n,p
b,s,e,f,y,n,c,n,o,t,?,k,s,w,g,u,w,o,e,h,v,l
c,s,e,t,f,f,w,b,b,e,?,s,f,w,w,p,w,o,e,r,v,p
f,g,n,t,l,f,w,b,b,e,?,s,y,p,p,p,w,o,f,n,v,u
f,y,n,f,s,f,w,n,b,t,c,k,k,b,b,p,w,o,n,w,v,w
x,s,y,f,f,f,c,n,e,t,?,s,k,p,e,u,w,b,p,w,v,d
f,y,b,f,n,f,c,n,h,t,e,k,k,e,e,p,w,o,p,u,s,l
f,y,e,f,a,f,c,n,b,t,?,k,k,p,n,u,w,o,e,k,s,u
f,s,w,f,f,f,d,n,b,t,?,s,s,p,p,p,y,t,e,w,n,p
x,s,b,t,s,f,c,b,n,e,c,y,k,w,w,p,w,o,e,w,c,p
f,y,r,f,s,f,d,n,b,t,?,k,s,y,y,u,w,o,p,w,v,l
x,s,n,f,y,f,d,n,b,t,?,k,k,p,w,u,w,o,p,w,n,p
x,y,n,f,y,f,c,n,b,t,z,k,s,o,o,p,w,o,n,r,v,p
f,g,n,f,m,d,c,b,b,t,r,y,k,p,p,p,o,o,e,o,y,p
x,f,n,t,y,a,c,b,b,e,u,f,f,p,w,p,w,t,e,y,n,g
x,y,n,f,s,f,c,n,r,t,r,k,k,p,y,p,w,o,p,y,y,m
c,s,g,f,f,f,w,n,b,t,c,k,k,w,b,p,w,o,e,n,v,p
f,s,n,f,f,n,c,n,b,t,?,s,s,c,c,p,w,t,s,w,n,d
s,y,p,f,c,f,c,n,r,t,r,k,s,c,c,u,w,t,e,b,v,l
f,f,e,f,f,f,c,b,b,t,?,s,f,e,p,p,n,b,c,w,v,g
f,y,n,t,a,a,c,b,b,t,?,s,f,p,n,p,w,o,e,w,v,l
f,s,e,f,n,n,c,n,e,t,e,s,s,w,p,p,y,o,s,w,s,l
b,s,n,f,a,f,c,n,b,t,?,k,k,p,n,p,w,o,p,k,a,p
b,f,w,f,n,f,w,b,p,e,b,f,f,w,e,p,w,b,p,u,a,g
x,y,n,f,f,f,c,n,b,t,b,k,k,g,g,p,w,b,e,w,v,u
f,g,n,t,f,f,c,b,b,e,u,y,y,p,p,p,o,o,e,w,v,p
f,s,c,f,f,f,c,n,b,t,?,s,s,w,w,p,y,o,z,w,v,d
s,g,n,t,s,d,d,b,y,e,r,k,s,w,w,p,w,t,l,y,y,d
s,s,n,f,m,f,c,n,y,t,?,s,s,p,w,p,y,o,s,w,v,g
f,s,p,f,n,n,c,n,e,t,?,s,s,w,e,p,y,b,s,u,s,w
b,s,n,f,a,d,c,n,k,t,b,s,y,n,n,p,w,o,l,w,a,w
f,f,e,t,a,a,c,b,b,e,b,f,s,n,n,p,w,b,c,k,a,p
b,g,n,t,n,a,w,b,o,e,?,s,s,o,w,p,o,o,l,o,v,l
f,s,e,f,f,f,c,n,u,t,u,k,s,w,p,u,w,o,e,y,n,d
f,g,p,t,s,f,c,n,b,e,?,k,y,n,p,p,o,o,e,w,s,m
s,s,b,f,m,f,c,n,b,t,?,s,k,p,p,u,w,t,e,w,v,w
f,y,y,t,c,f,d,b,b,t,r,s,k,c,c,p,o,o,e,w,y,p
x,g,e,t,s,d,d,n,b,t,u,y,y,y,p,p,w,o,l,y,v,u
f,s,n,t,f,d,d,n,y,e,r,y,s,c,c,p,o,o,l,w,v,l
f,f,b,t,s,f,c,b,b,e,e,f,f,w,g,p,n,b,e,h,s,g
f,s,p,f,n,n,c,n,b,t,e,k,s,w,e,u,y,o,z,u,v,l
b,s,n,f,y,f,c,n,o,t,b,s,s,w,g,p,y,b,e,w,v,p
s,y,e,f,m,n,d,n,r,t,?,k,s,p,p,p,y,t,e,w,y,l
f,y,p,f,f,f,c,n,b,t,?,k,k,p,o,p,w,o,e,r,c,g
f,y,e,f,f,d,c,b,h,e,?,y,y,g,g,p,o,o,l,h,s,p
b,f,r,t,y,a,c,b,b,e,?,f,k,p,n,p,w,b,e,k,a,d
x,s,e,t,l,d,w,n,b,e,z,k,y,p,b,p,w,o,e,n,v,d
x,y,r,t,y,d,c,b,b,e,u,k,y,w,y,p,w,t,e,y,n,p
x,s,w,f,c,f,d,n,u,e,u,k,y,w,p,p,w,t,l,w,n,p
x,g,e,t,f,d,c,n,b,e,c,k,k,o,o,p,o,o,e,r,c,d
s,y,p,f,s,f,d,n,b,t,r,k,k,w,w,u,w,o,p,y,y,d
c,s,p,f,y,a,w,n,b,t,c,f,k,b,b,p,n,o,c,n,v,w
k,y,n,f,f,f,c,n,w,t,?,k,k,w,w,p,w,o,e,w,v,p
k,s,u,f,l,n,w,n,w,e,z,k,s,b,w,u,y,t,p,w,s,g
f,y,w,f,p,f,c,n,b,t,?,k,k,w,p,p,w,o,n,w,v,d
f,s,b,t,f,f,c,n,b,e,?,s,f,w,p,p,n,o,e,w,s,l
x,f,y,t,a,f,c,n,e,t,?,f,f,n,n,p,n,o,e,k,s,l
x,f,e,t,c,a,d,n,b,e,?,f,k,w,c,p,n,o,e,b,v,d
x,y,w,f,s,f,c,n,b,t,u,s,s,w,c,u,w,t,e,b,v,p
c,g,b,t,f,d,c,b,b,t,c,y,k,o,o,p,o,o,l,r,c,p
k,f,r,t,n,f,d,b,b,e,?,f,k,w,y,p,w,t,p,w,s,g
f,s,e,f,s,f,c,b,p,t,?,f,f,w,w,p,w,o,e,w,v,l
b,g,e,f,n,d,c,n,k,e,?,y,y,e,e,p,w,b,l,w,v,p
b,f,w,f,n,n,w,n,w,e,c,s,k,b,w,u,y,o,p,w,c,g
f,f,g,f,y,a,c,b,h,e,?,s,k,p,g,p,n,o,c,h,v,l
k,s,w,f,l,f,w,n,b,t,z,k,s,b,b,u,w,o,z,n,v,l
c,g,g,t,f,f,w,n,n,e,?,y,k,p,o,p,w,o,l,r,v,l
s,g,p,f,s,f,d,n,b,t,r,k,y,w,w,p,o,o,l,w,v,u
c,f,b,f,f,f,w,n,b,t,?,k,f,o,o,p,n,o,c,w,c,d
f,f,e,f,a,f,c,b,b,e,?,f,f,n,w,p,n,b,e,w,v,p
f,g,e,t,s,d,c,b,b,e,?,y,k,o,p,p,o,o,l,w,v,g
k,f,n,f,p,a,c,b,b,e,?,y,y,y,w,p,w,o,e,w,v,u
x,f,e,t,f,a,c,b,w,e,c,f,y,c,o,p,n,n,c,r,v,u
s,y,n,t,y,f,c,b,b,e,?,f,f,y,y,p,w,t,e,y,y,d
f,y,e,f,n,f,c,n,o,t,?,k,s,w,w,u,w,o,e,u,v,d
f,s,p,f,a,d,c,n,b,e,e,k,k,n,n,p,o,o,f,w,v,p
s,s,g,t,y,a,d,b,y,t,r,s,f,p,p,p,w,t,c,o,v,p
f,y,e,f,f,f,c,n,e,t,?,k,k,n,w,p,w,o,p,w,s,m
s,y,e,t,s,a,c,n,r,t,r,f,s,p,y,p,n,t,e,y,y,u
f,s,e,f,y,d,c,b,e,e,?,y,k,g,w,p,w,b,e,w,s,l
f,y,e,f,s,f,c,n,e,t,?,k,k,p,w,p,w,b,n,h,v,p
s,f,y,t,m,a,c,b,n,e,r,s,f,o,p,p,n,t,e,y,y,l
f,g,n,f,y,d,c,b,e,e,e,y,k,p,e,p,w,b,e,u,s,p
f,y,e,t,s,a,d,n,u,t,?,s,f,y,p,p,n,t,e,y,v,l
f,s,e,f,l,f,w,n,g,t,?,s,s,b,w,u,y,o,s,w,v,l
x,y,n,f,c,f,d,n,b,t,?,k,k,p,w,p,w,t,n,w,v,p
k,g,e,t,f,d,w,b,b,e,z,k,y,o,o,p,o,o,e,r,v,p
x,s,e,f,c,n,c,n,b,t,r,s,s,p,p,p,y,t,z,b,v,w
k,y,e,f,s,f,c,n,w,t,?,k,k,w,p,p,w,o,n,w,v,p
b,y,c,f,y,n,c,n,k,t,?,s,s,p,g,u,y,b,e,w,v,g
f,y,e,f,f,a,c,n,h,t,?,s,k,w,e,p,n,b,e,u,v,u
x,s,n,f,n,a,w,b,p,t,c,s,s,o,w,p,n,o,s,w,c,d
f,s,n,f,s,f,w,n,p,t,?,k,k,b,b,p,w,o,n,n,c,p
x,y,e,f,f,f,d,n,y,t,?,k,k,w,w,p,w,t,n,b,v,p
x,g,w,t,f,d,c,b,b,e,u,y,y,w,p,p,o,o,e,o,n,d
k,f,e,f,p,f,w,n,w,e,?,k,k,w,w,p,n,o,c,w,v,d
x,f,e,t,s,a,c,n,b,e,r,f,s,p,w,p,n,o,e,y,y,d
b,y,n,f,s,f,c,n,k,t,?,k,s,p,e,p,w,o,n,w,v,u
x,s,n,f,a,f,c,n,h,t,?,s,k,n,n,u,w,o,n,k,s,w
b,y,c,f,a,f,c,n,o,t,?,k,k,w,w,p,w,b,n,w,v,u
x,y,n,t,p,d,c,b,b,e,z,s,y,w,w,p,w,o,f,w,v,w
f,s,w,f,y,f,c,n,b,t,u,k,s,y,y,u,w,t,e,y,v,w
s,f,n,f,s,f,d,n,r,e,r,s,s,y,y,p,n,t,e,y,y,l
k,y,e,t,n,f,c,b,h,e,?,s,y,p,p,p,w,b,f,u,v,w
f,s,n,f,y,n,c,n,h,t,e,k,s,w,n,u,w,b,e,k,s,d
f,y,b,t,m,a,d,n,r,e,r,f,f,p,p,p,w,t,e,w,v,p
k,g,w,f,n,d,w,b,p,e,?,s,y,w,w,p,w,t,p,w,c,m
f,s,e,t,n,f,c,b,k,e,b,s,k,e,e,p,n,b,e,u,v,l
x,s,b,f,y,f,c,n,e,t,?,k,k,p,g,u,w,b,e,h,v,l
x,y,n,f,f,f,d,n,u,t,u,k,s,w,p,u,w,o,p,r,c,d
c,f,n,t,f,a,c,b,b,t,?,f,f,o,p,p,n,o,e,w,c,p
f,y,e,f,a,n,c,n,b,t,?,s,s,p,w,u,y,b,s,k,s,w
x,s,n,f,p,a,c,b,b,t,z,f,k,w,w,p,n,o,e,w,v,m
f,y,n,t,m,f,d,n,b,t,r,y,y,p,p,p,o,t,e,w,y,u
x,g,n,f,a,f,c,n,b,e,e,y,y,n,n,p,w,b,e,w,s,l
c,g,b,f,l,d,c,b,n,e,c,k,k,b,b,p,o,o,e,w,v,m
f,s,e,f,s,f,c,n,b,t,c,s,s,w,p,p,y,o,s,w,v,d
c,s,e,f,f,f,c,n,b,t,?,s,s,o,p,p,w,o,z,r,c,l
b,y,n,f,y,f,c,b,b,e,b,s,s,w,g,p,o,o,e,w,a,m
c,y,e,f,l,f,w,n,n,t,c,s,s,b,b,u,w,o,z,w,c,p
s,g,e,f,c,d,c,n,b,e,?,y,y,c,c,p,o,t,l,b,v,l
s,f,p,f,f,a,c,b,y,t,r,f,f,c,p,p,n,t,c,w,y,p
k,y,c,f,y,f,c,n,b,t,b,k,k,g,w,p,w,o,e,h,a,m
k,f,n,t,y,a,c,n,b,e,z,k,f,o,o,p,w,o,e,w,v,u
x,g,n,f,y,f,d,n,u,e,u,y,y,w,c,p,o,t,e,b,v,d
x,s,c,f,y,a,c,b,b,t,u,k,f,c,c,p,w,t,e,b,n,d
k,s,y,f,c,f,d,n,r,t,r,k,s,p,c,u,w,o,n,b,v,l
x,s,c,f,f,n,c,n,k,t,b,s,s,p,p,p,y,b,e,w,v,u
f,f,w,t,f,f,c,b,b,t,u,k,k,y,w,p,n,t,c,w,n,d
x,f,y,t,c,f,d,b,b,e,?,f,f,c,c,p,n,o,e,b,v,w
c,s,n,f,p,n,c,n,b,t,?,s,k,w,w,u,y,o,e,w,v,p
s,g,n,f,c,f,d,n,b,t,?,k,k,c,p,p,o,o,f,n,v,l
k,y,e,f,y,f,w,b,g,t,z,s,k,w,p,p,w,o,e,w,v,d
x,s,u,f,f,f,d,n,u,t,u,k,s,w,p,u,w,t,e,w,n,g
s,s,e,t,y,f,c,n,y,e,r,y,y,w,w,p,o,t,e,o,y,p
x,f,e,t,s,a,d,n,b,t,?,s,f,y,w,p,n,o,e,w,y,d
b,s,w,t,n,f,c,n,o,t,?,k,y,e,e,p,o,b,l,w,a,p
f,g,e,t,s,d,c,n,b,e,e,s,s,w,w,p,w,b,e,k,s,u
s,y,e,t,m,a,c,b,r,e,?,f,k,p,w,p,n,o,e,o,v,p
s,s,e,t,s,f,c,b,y,e,r,f,f,p,w,p,n,o,c,o,y,d
f,y,y,f,a,f,c,n,b,t,?,k,k,w,w,p,w,o,e,k,s,d
f,y,e,f,m,f,d,n,b,t,?,k,k,p,w,u,w,t,p,w,y,w
x,s,e,f,y,n,d,n,b,t,?,s,s,y,w,u,y,t,e,y,n,u
x,y,e,f,m,f,c,n,u,t,u,s,k,p,p,p,w,o,e,o,v,g
f,g,n,f,f,f,c,b,b,e,?,k,k,w,p,p,o,o,l,w,c,d
f,s,b,f,s,f,c,n,r,t,?,k,k,y,y,u,w,t,e,y,v,d
x,f,n,f,l,a,c,b,b,t,?,s,f,w,b,p,w,o,c,w,v,p
k,y,n,f,s,n,c,n,w,t,z,s,k,p,p,p,y,o,z,r,v,l
s,s,y,f,s,n,d,n,b,t,?,s,k,p,p,u,y,o,z,o,v,p
f,y,y,f,a,a,c,b,b,e,?,k,f,n,n,p,n,b,c,k,s,l
k,y,e,f,f,f,c,n,b,t,z,k,k,p,o,u,w,o,e,w,v,l
f,y,c,t,y,d,c,b,k,e,?,s,k,g,g,p,w,o,l,h,v,d
f,y,n,t,y,f,c,n,h,t,?,f,f,e,p,p,w,o,c,w,s,d
c,s,e,f,y,a,c,n,b,e,c,f,k,w,p,p,w,o,c,w,c,w
f,y,e,f,c,f,c,n,y,t,r,s,k,c,p,u,w,t,p,b,y,g
f,g,c,t,s,d,w,n,w,t,z,k,y,p,b,p,o,o,e,n,v,d
f,s,c,f,p,f,c,n,b,t,?,k,s,w,w,u,w,o,s,w,v,u
c,y,n,f,f,f,c,n,b,t,?,k,s,b,p,u,w,o,e,w,v,d
k,f,c,t,s,a,c,n,o,e,b,f,f,p,n,p,w,b,e,w,v,w
f,g,w,t,s,f,d,n,b,e,u,s,k,w,y,p,o,o,l,y,n,d
f,f,b,t,f,a,c,n,e,e,e,k,k,w,p,p,w,b,e,u,s,m
f,y,e,f,n,a,c,b,b,e,?,s,f,w,p,p,w,o,e,u,s,w
c,y,b,t,p,d,c,n,b,t,c,y,y,w,w,p,o,o,e,w,v,l
b,y,e,f,f,f,c,n,b,t,b,s,k,n,p,u,w,b,n,w,v,p
x,s,n,t,c,f,c,b,b,e,?,y,k,c,c,p,w,t,l,b,v,p
x,y,c,f,y,f,w,n,w,t,z,s,k,w,o,u,w,o,n,r,v,d
b,f,r,f,a,f,c,b,p,e,?,k,s,n,n,p,n,b,p,w,a,d
x,s,u,f,s,f,d,n,b,t,?,k,s,y,w,p,n,o,e,w,v,w
c,s,b,f,p,f,w,n,n,t,c,s,k,w,w,u,w,o,p,w,c,g
f,f,b,f,y,a,d,n,b,t,r,k,k,p,p,p,n,t,e,o,v,l
c,s,y,f,f,n,c,n,n,t,?,s,s,p,o,u,y,o,z,r,v,g
x,f,p,t,f,a,w,n,b,t,c,f,k,o,w,p,n,o,c,r,v,u
k,f,n,t,f,a,c,n,b,e,?,k,s,w,w,p,w,o,e,r,v,p
x,g,n,t,f,f,c,n,p,t,c,y,y,w,o,p,w,o,f,r,v,u
x,s,g,f,c,f,d,b,y,t,r,s,s,w,c,p,y,t,p,w,n,g
f,f,g,t,s,a,c,b,r,t,r,f,s,w,y,p,w,o,e,w,y,l
k,y,e,f,f,n,w,n,g,t,?,s,s,o,o,u,y,o,e,r,v,l
c,y,e,f,y,f,w,b,b,e,c,s,s,w,o,p,o,o,f,w,v,p
f,g,e,f,y,f,c,n,h,e,?,y,k,p,w,p,o,o,f,w,s,l
k,s,e,t,y,f,w,n,b,t,z,y,s,p,y,u,y,o,s,y,v,w
k,g,n,f,y,d,c,b,o,e,b,k,y,w,g,p,o,b,e,w,v,d
f,y,e,f,s,f,c,n,k,t,b,k,k,p,p,u,w,b,e,w,v,d
x,g,n,t,f,f,d,n,b,e,?,y,k,p,p,p,o,t,f,o,n,u
s,f,n,t,s,f,c,n,y,t,r,k,f,w,y,p,w,t,e,w,y,w
x,f,e,t,s,f,c,n,e,t,e,k,f,g,g,p,n,b,e,w,s,l
f,y,c,f,s,f,d,n,u,t,u,k,k,y,w,p,w,t,p,w,n,d
x,y,n,f,y,f,c,n,k,t,b,k,s,w,g,p,w,o,e,h,v,p
c,f,y,f,n,d,w,b,n,e,?,s,y,w,o,p,o,o,l,r,n,l
k,s,n,f,m,n,c,n,u,t,u,s,k,p,p,u,w,o,e,w,v,d
f,g,e,f,f,d,d,b,b,e,u,y,y,c,w,p,o,t,e,w,n,u
s,y,e,f,f,f,c,n,b,t,?,k,k,c,p,u,w,t,p,w,y,d
x,g,n,f,s,d,c,b,o,t,?,s,s,c,c,p,w,t,l,w,n,u
x,f,e,t,y,a,w,b,b,e,c,s,f,w,p,p,w,o,c,w,v,m
b,y,e,f,n,f,c,n,o,t,b,k,s,w,p,p,w,o,e,w,a,l
f,y,n,f,c,f,c,n,b,t,?,k,k,w,c,u,w,t,e,w,v,l
x,s,e,f,m,f,c,n,r,t,r,s,s,p,w,u,w,t,e,w,v,l
k,f,e,t,y,a,c,b,b,e,?,f,f,o,o,p,n,o,c,w,v,p
f,y,e,f,n,f,c,n,e,t,e,k,k,p,e,u,w,b,n,u,s,d
x,s,w,f,p,f,w,n,g,t,z,s,s,p,w,p,y,o,z,w,v,u
f,y,n,f,f,a,c,n,k,t,?,f,f,e,e,p,n,o,c,w,a,g
f,y,e,t,s,a,d,b,r,e,?,f,f,p,p,p,n,o,e,o,v,l
k,f,n,f,l,a,w,b,g,e,z,k,f,b,w,p,n,o,c,n,v,p
f,y,y,f,f,f,w,n,b,t,?,k,k,o,w,p,w,o,e,r,c,d
f,s,n,t,s,f,d,n,b,e,u,s,y,y,y,p,o,t,f,w,v,w
f,y,e,f,y,f,c,n,o,t,?,k,s,g,g,p,y,o,e,w,v,m
c,g,e,f,p,d,c,b,b,t,c,k,y,w,p,p,o,o,e,w,v,d
x,y,c,f,c,f,c,n,b,t,?,s,s,w,c,u,w,t,e,b,v,u
c,s,g,t,f,d,c,n,b,e,?,y,k,o,o,p,w,o,l,r,c,p
c,y,y,f,l,f,c,n,n,t,c,s,s,p,b,p,w,o,n,w,c,d
f,g,b,t,n,f,c,n,e,t,?,s,y,e,p,p,w,o,e,w,s,d
f,f,n,f,l,f,w,b,b,e,c,f,k,b,b,p,n,o,e,n,c,p
s,s,g,f,y,f,c,n,b,e,r,s,k,w,c,p,w,o,e,w,v,u
c,s,y,f,l,f,c,n,b,t,c,s,k,b,b,p,y,o,z,w,c,u
f,y,e,f,s,a,c,b,b,e,?,s,f,n,n,p,n,b,e,k,v,p
c,g,y,t,l,f,w,n,b,e,?,k,k,p,o,u,w,o,e,r,c,p
x,s,n,f,a,f,c,n,n,t,b,k,k,o,n,p,w,b,n,b,a,l
x,s,n,f,l,n,c,n,b,t,z,s,s,b,w,u,w,o,e,w,v,w
k,s,n,f,s,f,d,b,y,e,r,f,s,p,w,p,w,t,e,w,y,l
x,y,u,f,c,f,c,n,b,t,?,s,k,w,c,p,w,o,p,w,v,p
x,f,r,f,y,a,d,n,b,e,u,k,f,w,w,p,n,o,e,w,v,w
x,s,n,t,c,d,c,b,b,e,?,s,s,c,c,p,o,o,l,w,v,d
f,f,n,t,y,f,c,n,e,t,e,k,f,g,w,p,n,o,c,w,s,d
b,y,c,t,f,d,c,n,o,e,b,k,y,p,e,p,w,b,l,w,a,p
f,y,g,t,y,f,c,b,b,t,?,s,f,n,n,p,n,o,c,k,v,d
