class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,smooth,buff,bruises,fishy,descending,distant,broad,yellow,tapering,missing,smooth,silky,pink,pink,partial,orange,two,evanescent,white,several,paths
edible,knobbed,smooth,purple,no,foul,free,crowded,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,orange,universal,white,one,none,green,clustered,waste
edible,conical,fibrous,brown,bruises,none,attached,crowded,broad,brown,enlarging,club,smooth,fibrous,orange,orange,partial,orange,one,pendant,brown,clustered,woods
poisonous,knobbed,scaly,green,bruises,anise,descending,crowded,broad,buff,tapering,rhizomorphs,scaly,scaly,buff,buff,partial,orange,one,flaring,brown,several,leaves
poisonous,flat,grooves,red,bruises,fishy,descending,close,broad,buff,tapering,missing,scaly,scaly,gray,gray,partial,orange,one,flaring,white,several,paths
poisonous,bell,smooth,white,no,fishy,descending,close,narrow,black,enlarging,bulbous,scaly,smooth,white,gray,partial,white,other,flaring,chocolate,abundant,meadows
poisonous,sunken,smooth,red,no,spicy,free,close,broad,green,enlarging,rooted,silky,silky,white,yellow,partial,white,two,flaring,white,several,meadows
poisonous,knobbed,smooth,purple,no,foul,notched,crowded,narrow,white,tapering,rhizomorphs,smooth,silky,orange,white,universal,yellow,one,evanescent,white,several,meadows
edible,sunken,fibrous,yellow,bruises,spicy,attached,crowded,broad,green,enlarging,missing,fibrous,fibrous,yellow,white,partial,white,two,cobwebby,white,solitary,leaves
edible,knobbed,smooth,brown,no,none,attached,distant,broad,green,enlarging,missing,scaly,smooth,orange,yellow,partial,brown,one,pendant,yellow,solitary,leaves
poisonous,knobbed,scaly,cinnamon,bruises,pungent,descending,close,broad,white,enlarging,club,scaly,scaly,cinnamon,white,partial,orange,one,none,white,several,urban
edible,convex,fibrous,purple,no,pungent,descending,crowded,broad,white,enlarging,rhizomorphs,scaly,smooth,white,white,universal,white,one,sheathing,white,several,grasses
edible,flat,fibrous,brown,bruises,none,attached,close,broad,brown,enlarging,equal,smooth,smooth,gray,orange,partial,brown,other,pendant,chocolate,scattered,leaves
edible,conical,smooth,red,no,none,attached,close,narrow,yellow,tapering,club,smooth,smooth,orange,orange,partial,yellow,one,pendant,white,several,waste
poisonous,knobbed,smooth,red,no,none,notched,close,narrow,red,tapering,missing,smooth,smooth,white,red,partial,yellow,one,sheathing,white,several,paths
edible,conical,fibrous,yellow,no,anise,free,crowded,broad,brown,tapering,missing,silky,silky,buff,buff,universal,white,two,none,white,clustered,grasses
edible,sunken,scaly,gray,no,none,free,crowded,narrow,green,tapering,rooted,silky,smooth,cinnamon,cinnamon,partial,white,two,none,white,solitary,grasses
edible,convex,smooth,brown,no,spicy,free,close,narrow,orange,enlarging,cup,silky,silky,orange,orange,universal,white,two,pendant,yellow,numerous,paths
poisonous,bell,grooves,brown,no,fishy,free,close,narrow,black,tapering,missing,scaly,silky,brown,pink,partial,orange,one,large,black,abundant,paths
poisonous,bell,grooves,brown,bruises,spicy,descending,close,narrow,black,enlarging,bulbous,scaly,smooth,gray,gray,partial,orange,other,evanescent,chocolate,several,leaves
poisonous,convex,scaly,brown,no,spicy,descending,close,broad,purple,enlarging,cup,scaly,scaly,yellow,white,partial,white,one,evanescent,yellow,several,waste
poisonous,knobbed,scaly,green,no,fishy,free,close,narrow,gray,tapering,rhizomorphs,silky,silky,white,pink,universal,white,one,none,white,several,paths
edible,flat,fibrous,gray,bruises,almond,attached,crowded,broad,chocolate,enlarging,missing,fibrous,silky,white,white,partial,brown,two,cobwebby,white,numerous,grasses
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,equal,fibrous,silky,white,brown,partial,brown,other,cobwebby,white,scattered,meadows
poisonous,flat,scaly,brown,bruises,foul,free,close,broad,buff,enlarging,rhizomorphs,fibrous,smooth,white,orange,partial,brown,one,evanescent,green,several,waste
poisonous,knobbed,scaly,red,no,spicy,free,crowded,narrow,gray,tapering,missing,silky,silky,pink,pink,partial,white,one,none,brown,several,urban
edible,knobbed,smooth,gray,no,none,free,crowded,broad,white,tapering,rooted,silky,smooth,white,white,universal,yellow,two,sheathing,buff,solitary,grasses
edible,sunken,scaly,brown,no,musty,free,distant,narrow,yellow,enlarging,missing,silky,silky,pink,pink,universal,white,two,pendant,yellow,solitary,leaves
poisonous,sunken,fibrous,red,no,musty,attached,distant,narrow,yellow,tapering,missing,fibrous,silky,white,pink,partial,white,two,evanescent,white,several,leaves
poisonous,flat,smooth,yellow,bruises,fishy,descending,close,broad,buff,tapering,missing,silky,smooth,pink,gray,partial,white,other,large,chocolate,scattered,paths
edible,sunken,scaly,red,no,none,free,close,narrow,orange,tapering,rooted,smooth,smooth,cinnamon,cinnamon,universal,white,two,pendant,buff,solitary,leaves
poisonous,knobbed,fibrous,brown,no,fishy,free,crowded,narrow,buff,enlarging,club,silky,fibrous,white,orange,partial,brown,one,evanescent,white,clustered,meadows
poisonous,convex,smooth,green,no,musty,notched,distant,narrow,purple,tapering,missing,silky,smooth,pink,pink,universal,white,two,zone,orange,several,leaves
poisonous,knobbed,grooves,green,bruises,spicy,free,close,broad,orange,enlarging,bulbous,smooth,scaly,white,white,partial,white,one,evanescent,purple,several,leaves
poisonous,flat,smooth,cinnamon,no,musty,descending,close,narrow,buff,tapering,missing,smooth,scaly,pink,pink,partial,white,two,flaring,white,numerous,paths
poisonous,convex,smooth,red,no,spicy,notched,distant,narrow,buff,tapering,missing,smooth,smooth,yellow,yellow,universal,yellow,one,evanescent,yellow,numerous,paths
poisonous,conical,scaly,pink,no,pungent,free,crowded,narrow,brown,tapering,club,smooth,silky,white,white,universal,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,orange,white,partial,yellow,one,evanescent,white,clustered,woods
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,rooted,smooth,smooth,yellow,white,partial,white,one,zone,white,solitary,woods
edible,convex,smooth,pink,bruises,none,descending,close,broad,black,enlarging,bulbous,scaly,smooth,brown,white,partial,orange,two,pendant,white,abundant,woods
poisonous,bell,smooth,white,no,fishy,free,close,narrow,orange,tapering,bulbous,silky,silky,white,gray,universal,white,one,evanescent,white,abundant,woods
poisonous,flat,scaly,gray,no,musty,attached,close,broad,white,enlarging,club,silky,silky,cinnamon,brown,partial,white,other,none,black,clustered,woods
poisonous,bell,scaly,cinnamon,no,none,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,universal,white,one,pendant,purple,several,urban
edible,knobbed,smooth,red,bruises,almond,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,orange,other,pendant,black,scattered,urban
poisonous,knobbed,smooth,gray,no,almond,free,close,narrow,buff,tapering,equal,silky,smooth,pink,brown,universal,white,one,sheathing,black,scattered,woods
poisonous,flat,grooves,brown,no,spicy,descending,distant,narrow,buff,tapering,cup,silky,silky,yellow,yellow,partial,orange,two,large,white,numerous,paths
poisonous,knobbed,smooth,brown,no,creosote,notched,distant,narrow,green,tapering,rooted,smooth,silky,cinnamon,white,universal,yellow,one,zone,white,solitary,grasses
poisonous,flat,scaly,yellow,bruises,fishy,descending,close,narrow,buff,enlarging,missing,smooth,scaly,gray,white,partial,orange,one,large,chocolate,several,woods
poisonous,flat,scaly,brown,no,anise,free,crowded,narrow,buff,tapering,missing,silky,smooth,buff,white,partial,white,one,evanescent,white,several,woods
edible,knobbed,fibrous,green,bruises,none,attached,close,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,white,partial,white,two,cobwebby,green,several,leaves
poisonous,flat,scaly,pink,no,foul,descending,crowded,narrow,buff,enlarging,missing,scaly,silky,pink,orange,partial,orange,one,large,white,several,leaves
poisonous,knobbed,smooth,red,no,almond,free,close,narrow,black,tapering,bulbous,smooth,smooth,white,brown,universal,yellow,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,chocolate,tapering,missing,silky,silky,brown,pink,partial,white,one,evanescent,black,scattered,leaves
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,cup,smooth,smooth,yellow,pink,universal,yellow,one,zone,white,numerous,leaves
poisonous,convex,scaly,brown,no,anise,free,close,narrow,buff,tapering,rhizomorphs,silky,smooth,buff,buff,universal,white,one,pendant,brown,several,paths
edible,flat,fibrous,brown,bruises,none,attached,close,broad,yellow,enlarging,equal,smooth,fibrous,orange,gray,partial,brown,one,evanescent,chocolate,scattered,leaves
poisonous,convex,scaly,white,no,spicy,free,close,narrow,buff,tapering,cup,silky,silky,yellow,pink,partial,white,one,pendant,yellow,several,leaves
poisonous,convex,scaly,red,no,musty,descending,distant,broad,buff,enlarging,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,foul,free,crowded,narrow,buff,tapering,missing,smooth,smooth,buff,buff,universal,yellow,one,zone,white,several,waste
poisonous,convex,fibrous,red,no,spicy,attached,close,narrow,yellow,tapering,rooted,fibrous,fibrous,pink,pink,partial,brown,one,cobwebby,white,several,grasses
poisonous,knobbed,smooth,brown,bruises,foul,attached,close,broad,black,tapering,missing,smooth,smooth,brown,brown,universal,white,one,evanescent,black,several,leaves
poisonous,conical,scaly,red,no,pungent,free,close,narrow,brown,tapering,club,silky,smooth,white,pink,universal,white,one,evanescent,white,several,leaves
edible,bell,fibrous,gray,bruises,foul,free,crowded,broad,white,enlarging,rhizomorphs,silky,smooth,orange,white,partial,white,two,cobwebby,green,several,waste
poisonous,bell,smooth,red,no,spicy,free,close,narrow,black,tapering,bulbous,smooth,smooth,pink,red,universal,white,other,zone,white,several,leaves
poisonous,knobbed,scaly,green,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,gray,white,universal,white,other,evanescent,chocolate,abundant,waste
edible,convex,fibrous,gray,no,creosote,free,distant,broad,gray,enlarging,missing,smooth,smooth,cinnamon,white,partial,brown,two,pendant,buff,numerous,grasses
edible,conical,grooves,brown,no,foul,descending,crowded,broad,brown,enlarging,club,smooth,scaly,orange,orange,partial,orange,one,pendant,brown,several,leaves
poisonous,knobbed,scaly,brown,no,foul,notched,crowded,narrow,white,tapering,rhizomorphs,smooth,scaly,orange,orange,partial,yellow,one,sheathing,white,clustered,woods
poisonous,knobbed,fibrous,red,bruises,almond,free,close,narrow,black,enlarging,missing,fibrous,fibrous,brown,brown,partial,brown,other,evanescent,black,abundant,paths
poisonous,conical,smooth,brown,no,foul,attached,crowded,narrow,buff,enlarging,missing,fibrous,fibrous,orange,white,partial,white,one,evanescent,white,clustered,leaves
poisonous,bell,scaly,brown,bruises,foul,free,close,narrow,orange,tapering,bulbous,scaly,silky,red,red,partial,orange,other,flaring,purple,abundant,meadows
poisonous,knobbed,grooves,red,bruises,fishy,descending,crowded,broad,gray,tapering,missing,scaly,scaly,white,orange,partial,white,one,large,green,several,leaves
poisonous,conical,scaly,gray,bruises,foul,free,crowded,narrow,buff,enlarging,missing,smooth,fibrous,white,orange,partial,brown,one,cobwebby,green,clustered,paths
poisonous,knobbed,scaly,brown,no,almond,free,close,narrow,buff,tapering,equal,smooth,silky,brown,pink,partial,white,one,evanescent,white,scattered,meadows
edible,flat,fibrous,gray,no,none,descending,close,broad,chocolate,enlarging,equal,scaly,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,fibrous,red,bruises,foul,free,crowded,broad,brown,enlarging,club,fibrous,silky,white,pink,partial,brown,one,cobwebby,white,several,grasses
poisonous,convex,scaly,cinnamon,no,almond,attached,close,broad,yellow,enlarging,equal,scaly,scaly,cinnamon,brown,partial,white,none,none,black,scattered,paths
poisonous,knobbed,scaly,red,no,musty,free,close,narrow,buff,tapering,rooted,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,pink,bruises,creosote,free,distant,narrow,green,enlarging,missing,fibrous,fibrous,cinnamon,white,partial,brown,two,cobwebby,buff,solitary,leaves
edible,bell,smooth,white,bruises,anise,descending,crowded,broad,pink,enlarging,missing,scaly,silky,buff,buff,partial,orange,two,pendant,white,clustered,grasses
poisonous,knobbed,grooves,brown,no,musty,descending,close,narrow,buff,enlarging,rooted,silky,scaly,pink,white,partial,white,two,evanescent,orange,solitary,woods
poisonous,convex,grooves,cinnamon,no,almond,free,close,broad,orange,enlarging,missing,smooth,scaly,brown,pink,partial,orange,other,flaring,black,abundant,woods
poisonous,conical,grooves,brown,bruises,foul,free,crowded,narrow,pink,enlarging,club,silky,smooth,pink,white,partial,orange,one,large,brown,clustered,woods
poisonous,flat,smooth,red,no,fishy,descending,close,narrow,buff,tapering,equal,silky,silky,gray,gray,partial,orange,one,evanescent,white,scattered,meadows
poisonous,sunken,smooth,red,no,foul,notched,close,narrow,yellow,tapering,rooted,smooth,silky,pink,white,partial,yellow,one,evanescent,white,several,woods
poisonous,knobbed,scaly,green,no,spicy,free,close,narrow,buff,tapering,cup,silky,smooth,yellow,pink,universal,white,one,none,yellow,numerous,woods
edible,convex,fibrous,white,no,creosote,free,distant,broad,white,tapering,missing,silky,silky,cinnamon,white,universal,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,anise,attached,close,narrow,white,tapering,club,silky,silky,cinnamon,buff,universal,white,one,none,white,clustered,waste
poisonous,flat,scaly,gray,no,none,free,close,broad,buff,enlarging,missing,silky,smooth,pink,white,partial,brown,one,evanescent,white,scattered,woods
poisonous,knobbed,scaly,green,no,foul,free,crowded,narrow,buff,tapering,missing,silky,silky,buff,buff,partial,white,one,none,white,several,meadows
poisonous,bell,smooth,brown,no,foul,notched,close,narrow,orange,tapering,missing,smooth,smooth,white,gray,partial,white,other,sheathing,white,abundant,urban
poisonous,convex,smooth,red,no,anise,free,crowded,broad,buff,enlarging,missing,silky,fibrous,buff,white,partial,white,one,evanescent,brown,several,paths
edible,convex,scaly,gray,bruises,none,free,close,narrow,white,tapering,rooted,smooth,silky,white,yellow,universal,white,two,none,yellow,solitary,paths
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,orange,white,partial,white,one,pendant,green,several,woods
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,orange,tapering,missing,silky,silky,gray,gray,universal,white,other,evanescent,white,several,paths
edible,conical,smooth,gray,no,foul,notched,crowded,broad,white,enlarging,equal,scaly,silky,white,gray,partial,white,other,flaring,white,numerous,waste
poisonous,convex,smooth,green,no,musty,free,distant,narrow,purple,tapering,missing,silky,smooth,pink,pink,universal,white,two,none,orange,several,woods
poisonous,bell,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,gray,gray,universal,white,one,evanescent,chocolate,several,woods
poisonous,convex,grooves,red,bruises,spicy,descending,close,broad,red,tapering,missing,scaly,smooth,gray,white,partial,white,other,evanescent,chocolate,several,waste
edible,knobbed,scaly,white,no,pungent,free,crowded,broad,gray,enlarging,rhizomorphs,silky,silky,white,white,partial,white,two,none,white,several,grasses
poisonous,flat,scaly,brown,no,foul,free,crowded,narrow,buff,tapering,rhizomorphs,smooth,smooth,orange,pink,partial,white,one,evanescent,green,several,paths
poisonous,flat,grooves,buff,bruises,spicy,descending,close,broad,chocolate,tapering,missing,scaly,silky,white,red,partial,white,other,evanescent,purple,several,leaves
poisonous,convex,smooth,cinnamon,bruises,fishy,descending,distant,broad,purple,enlarging,missing,silky,scaly,cinnamon,cinnamon,partial,orange,two,flaring,white,numerous,paths
poisonous,sunken,scaly,pink,no,foul,free,distant,narrow,buff,tapering,missing,smooth,silky,yellow,pink,universal,yellow,one,zone,white,several,woods
edible,flat,grooves,brown,no,anise,attached,close,broad,brown,enlarging,club,scaly,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,meadows
poisonous,bell,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,gray,gray,partial,white,other,sheathing,white,several,meadows
poisonous,knobbed,scaly,red,bruises,pungent,descending,close,narrow,brown,enlarging,missing,scaly,smooth,white,white,partial,white,one,evanescent,white,clustered,woods
poisonous,bell,smooth,cinnamon,bruises,fishy,attached,close,broad,buff,tapering,bulbous,smooth,silky,white,gray,partial,white,other,cobwebby,white,several,woods
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,chocolate,tapering,equal,smooth,silky,pink,white,partial,yellow,one,zone,purple,scattered,leaves
edible,convex,scaly,cinnamon,no,creosote,free,distant,narrow,purple,tapering,missing,smooth,smooth,cinnamon,cinnamon,universal,orange,two,pendant,buff,several,leaves
edible,knobbed,grooves,yellow,bruises,none,descending,close,broad,pink,enlarging,equal,scaly,silky,white,white,partial,orange,other,pendant,purple,scattered,paths
edible,knobbed,fibrous,green,no,anise,attached,crowded,broad,brown,enlarging,missing,fibrous,fibrous,orange,buff,partial,orange,one,pendant,brown,several,leaves
edible,conical,grooves,yellow,bruises,pungent,free,close,broad,pink,enlarging,equal,silky,silky,gray,white,partial,orange,two,pendant,white,scattered,urban
poisonous,knobbed,grooves,purple,bruises,foul,descending,close,broad,buff,enlarging,rhizomorphs,scaly,scaly,orange,pink,partial,orange,one,flaring,white,several,woods
poisonous,flat,scaly,yellow,no,fishy,attached,close,narrow,chocolate,tapering,missing,fibrous,silky,white,gray,partial,white,other,evanescent,chocolate,several,urban
poisonous,bell,scaly,brown,no,spicy,free,close,narrow,black,tapering,missing,silky,silky,gray,gray,universal,white,other,pendant,chocolate,several,meadows
poisonous,knobbed,smooth,white,bruises,musty,descending,close,broad,buff,enlarging,missing,silky,smooth,pink,pink,partial,white,two,evanescent,white,numerous,paths
edible,bell,scaly,white,no,spicy,free,distant,broad,pink,enlarging,rooted,silky,silky,yellow,white,partial,white,two,pendant,yellow,numerous,leaves
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,red,tapering,missing,smooth,smooth,pink,gray,universal,yellow,other,sheathing,white,several,woods
edible,bell,grooves,gray,bruises,none,descending,close,broad,orange,enlarging,bulbous,scaly,silky,red,white,partial,white,other,large,white,abundant,urban
poisonous,sunken,smooth,red,bruises,foul,free,close,broad,buff,enlarging,missing,scaly,smooth,white,white,partial,white,two,evanescent,white,solitary,grasses
poisonous,convex,smooth,yellow,no,spicy,free,distant,narrow,buff,tapering,rooted,smooth,silky,white,yellow,partial,yellow,two,sheathing,white,several,meadows
poisonous,flat,grooves,purple,bruises,fishy,free,close,broad,white,enlarging,club,silky,scaly,gray,cinnamon,partial,orange,other,none,chocolate,clustered,urban
poisonous,flat,scaly,white,no,spicy,free,distant,narrow,buff,tapering,missing,smooth,smooth,pink,pink,universal,white,two,pendant,white,numerous,woods
poisonous,convex,grooves,red,bruises,spicy,descending,distant,narrow,purple,tapering,missing,smooth,smooth,cinnamon,cinnamon,partial,white,two,evanescent,buff,numerous,meadows
poisonous,sunken,smooth,pink,no,creosote,free,close,narrow,yellow,tapering,rooted,silky,silky,cinnamon,cinnamon,partial,white,two,evanescent,white,numerous,woods
poisonous,bell,scaly,white,no,foul,free,close,narrow,black,tapering,bulbous,silky,smooth,red,red,universal,white,one,sheathing,white,several,paths
poisonous,flat,smooth,red,bruises,almond,free,close,broad,black,enlarging,bulbous,silky,silky,white,brown,partial,orange,other,evanescent,white,abundant,paths
poisonous,flat,scaly,gray,no,none,free,close,narrow,buff,tapering,equal,silky,silky,white,red,universal,white,one,pendant,purple,scattered,woods
edible,knobbed,grooves,gray,bruises,fishy,descending,crowded,broad,red,enlarging,equal,scaly,scaly,white,gray,partial,white,other,pendant,chocolate,scattered,grasses
poisonous,sunken,smooth,red,no,musty,free,close,narrow,yellow,tapering,rooted,silky,silky,pink,pink,partial,white,two,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,cup,silky,silky,pink,pink,universal,white,two,none,orange,several,meadows
poisonous,knobbed,fibrous,red,bruises,spicy,free,distant,broad,buff,tapering,missing,silky,fibrous,white,yellow,partial,brown,two,cobwebby,yellow,numerous,grasses
poisonous,convex,fibrous,brown,bruises,spicy,attached,close,broad,purple,enlarging,cup,fibrous,fibrous,white,yellow,partial,brown,one,evanescent,white,numerous,paths
edible,bell,smooth,gray,no,fishy,free,close,broad,gray,enlarging,bulbous,smooth,silky,white,gray,partial,white,two,cobwebby,chocolate,numerous,woods
poisonous,convex,smooth,pink,no,spicy,notched,distant,narrow,green,tapering,missing,smooth,smooth,white,cinnamon,universal,yellow,two,sheathing,white,solitary,meadows
poisonous,convex,smooth,brown,bruises,creosote,attached,distant,broad,buff,enlarging,missing,fibrous,fibrous,white,yellow,partial,brown,two,cobwebby,white,several,woods
poisonous,sunken,smooth,pink,no,spicy,free,distant,narrow,green,tapering,rooted,smooth,smooth,pink,yellow,universal,yellow,two,sheathing,white,solitary,waste
edible,conical,smooth,gray,no,anise,notched,crowded,broad,brown,tapering,missing,smooth,smooth,buff,buff,universal,yellow,one,zone,brown,clustered,paths
poisonous,convex,smooth,brown,no,creosote,free,distant,narrow,yellow,enlarging,rooted,silky,fibrous,cinnamon,cinnamon,partial,brown,one,cobwebby,buff,several,paths
poisonous,flat,scaly,red,no,musty,free,distant,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,two,pendant,orange,numerous,paths
poisonous,flat,scaly,red,no,anise,free,close,narrow,gray,tapering,missing,smooth,silky,buff,white,universal,white,one,pendant,white,several,meadows
poisonous,convex,scaly,brown,no,musty,free,close,narrow,yellow,tapering,club,silky,silky,pink,pink,partial,white,two,pendant,orange,clustered,woods
edible,knobbed,grooves,gray,bruises,anise,descending,crowded,broad,gray,enlarging,missing,scaly,scaly,buff,white,partial,orange,two,pendant,white,several,urban
poisonous,flat,fibrous,red,bruises,foul,attached,close,narrow,buff,tapering,rhizomorphs,fibrous,silky,buff,buff,partial,brown,one,evanescent,white,several,meadows
poisonous,knobbed,smooth,red,no,foul,free,crowded,narrow,pink,tapering,missing,silky,silky,pink,buff,partial,white,one,pendant,brown,several,paths
edible,conical,fibrous,yellow,bruises,pungent,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,one,pendant,white,numerous,paths
poisonous,bell,scaly,purple,no,foul,free,close,narrow,black,tapering,bulbous,silky,silky,gray,gray,universal,white,one,evanescent,white,abundant,urban
poisonous,conical,smooth,buff,no,spicy,free,close,broad,buff,enlarging,bulbous,silky,silky,pink,gray,partial,white,one,evanescent,white,several,paths
edible,flat,grooves,brown,bruises,fishy,descending,close,broad,yellow,enlarging,equal,smooth,smooth,gray,orange,partial,orange,one,large,chocolate,scattered,leaves
poisonous,convex,scaly,green,no,musty,free,close,narrow,buff,tapering,cup,silky,silky,pink,white,partial,white,two,pendant,white,several,waste
poisonous,flat,grooves,brown,bruises,spicy,free,close,broad,buff,enlarging,missing,silky,silky,white,white,partial,white,one,flaring,white,several,waste
edible,convex,grooves,gray,bruises,almond,attached,close,broad,chocolate,enlarging,missing,scaly,scaly,brown,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,convex,smooth,purple,no,creosote,free,distant,narrow,buff,tapering,cup,silky,silky,pink,cinnamon,partial,yellow,two,zone,white,several,leaves
poisonous,flat,smooth,brown,no,foul,free,close,narrow,chocolate,tapering,equal,silky,silky,brown,pink,universal,white,one,evanescent,black,scattered,grasses
poisonous,knobbed,smooth,buff,bruises,spicy,free,crowded,narrow,buff,enlarging,missing,silky,smooth,buff,pink,partial,white,one,evanescent,white,several,paths
poisonous,conical,grooves,gray,no,spicy,free,crowded,broad,brown,tapering,club,scaly,smooth,pink,white,partial,orange,one,evanescent,white,clustered,paths
edible,knobbed,fibrous,cinnamon,bruises,pungent,descending,close,broad,pink,enlarging,bulbous,scaly,smooth,white,white,partial,orange,two,large,white,clustered,meadows
edible,flat,grooves,white,bruises,none,descending,close,broad,brown,enlarging,bulbous,scaly,scaly,brown,brown,partial,orange,one,pendant,brown,abundant,waste
edible,conical,grooves,white,no,foul,descending,crowded,broad,pink,enlarging,club,scaly,scaly,orange,orange,partial,orange,one,large,white,clustered,leaves
poisonous,convex,smooth,green,no,spicy,free,close,narrow,purple,tapering,missing,silky,smooth,yellow,pink,partial,white,two,pendant,yellow,several,woods
edible,sunken,smooth,gray,no,none,notched,distant,broad,yellow,tapering,rooted,smooth,smooth,cinnamon,white,universal,white,two,pendant,white,numerous,meadows
poisonous,flat,grooves,red,bruises,almond,free,close,broad,buff,tapering,equal,scaly,scaly,brown,white,partial,white,other,evanescent,black,several,meadows
poisonous,knobbed,smooth,purple,no,creosote,notched,distant,narrow,buff,tapering,missing,smooth,smooth,cinnamon,cinnamon,partial,yellow,one,sheathing,white,several,waste
edible,knobbed,grooves,brown,no,anise,descending,crowded,broad,gray,enlarging,rhizomorphs,smooth,smooth,buff,buff,partial,orange,one,flaring,yellow,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,chocolate,tapering,missing,silky,smooth,white,white,universal,yellow,other,evanescent,purple,scattered,grasses
poisonous,convex,smooth,brown,no,foul,attached,distant,broad,buff,enlarging,cup,silky,fibrous,pink,cinnamon,partial,white,two,evanescent,buff,numerous,leaves
poisonous,convex,smooth,white,no,fishy,free,close,narrow,purple,tapering,cup,smooth,smooth,yellow,yellow,partial,white,one,sheathing,yellow,numerous,woods
poisonous,flat,scaly,red,no,spicy,free,close,narrow,yellow,tapering,rooted,silky,silky,yellow,yellow,universal,white,two,pendant,yellow,solitary,leaves
poisonous,knobbed,scaly,cinnamon,no,spicy,attached,crowded,narrow,gray,tapering,rhizomorphs,fibrous,fibrous,pink,white,partial,brown,one,cobwebby,white,several,waste
poisonous,sunken,smooth,red,no,musty,free,close,narrow,green,tapering,rooted,silky,silky,pink,white,partial,white,two,pendant,orange,solitary,leaves
edible,knobbed,scaly,white,bruises,foul,attached,crowded,broad,gray,enlarging,rhizomorphs,fibrous,fibrous,orange,brown,partial,brown,two,evanescent,green,several,woods
poisonous,conical,smooth,yellow,no,foul,free,crowded,narrow,buff,tapering,club,smooth,smooth,white,white,universal,yellow,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,spicy,notched,close,narrow,chocolate,tapering,equal,silky,silky,gray,white,partial,white,other,zone,chocolate,several,paths
poisonous,conical,smooth,pink,no,anise,notched,crowded,narrow,buff,tapering,club,smooth,smooth,white,white,universal,white,one,evanescent,brown,clustered,paths
poisonous,flat,smooth,white,no,musty,descending,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,partial,orange,two,flaring,white,numerous,paths
edible,knobbed,fibrous,gray,bruises,none,attached,crowded,broad,brown,enlarging,club,fibrous,fibrous,buff,buff,partial,brown,one,cobwebby,white,numerous,grasses
poisonous,knobbed,smooth,pink,no,spicy,free,distant,narrow,green,tapering,missing,smooth,silky,yellow,pink,partial,white,two,evanescent,white,solitary,leaves
edible,bell,fibrous,white,bruises,foul,free,crowded,broad,pink,enlarging,missing,scaly,scaly,orange,orange,partial,white,one,flaring,white,several,waste
poisonous,convex,smooth,cinnamon,no,fishy,notched,close,narrow,buff,tapering,cup,smooth,silky,pink,cinnamon,partial,yellow,one,evanescent,white,several,leaves
edible,convex,grooves,green,no,none,free,distant,broad,purple,enlarging,missing,scaly,silky,yellow,yellow,partial,orange,two,pendant,yellow,numerous,paths
edible,knobbed,smooth,brown,bruises,foul,attached,crowded,broad,yellow,enlarging,rhizomorphs,smooth,smooth,orange,white,universal,orange,one,sheathing,yellow,several,woods
poisonous,sunken,smooth,yellow,no,spicy,free,distant,narrow,yellow,tapering,rooted,silky,smooth,white,yellow,partial,white,two,evanescent,yellow,several,urban
